Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Fwd PSH Flags,Fwd Header Length,Fwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Init_Win_bytes_forward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
75,1,0,0,0,0.0,0.0,0.0,40000.0,37.5,14.8492424,48,27,0,0.0,0.0,0,0,0,32,13333.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,2,0.0,0.0,32,1,0,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
77,1,0,0,0,0.0,0.0,0.0,38961.03896,38.5,13.43502884,48,29,0,0.0,0.0,0,0,0,32,12987.01299,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,2,0.0,0.0,32,1,0,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2,2,2071,2065,6,1035.5,1455.932862,1040000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,1,40,1000000.0,6,2065,1378.666667,1188.764204,1413160.333,0,1,0,0,1,0,0,0,2068.0,1035.5,40,2,2071,256,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
27701,15,18467,2920,0,1231.133333,1054.492489,667521.0281,758.0953756,1385.05,5021.180418,22149,1,27701,1978.642857,5966.126957,22149,1,0,324,541.4966969,0,2920,840.5,1041.088247,1083864.738,0,0,0,1,0,0,0,0,880.5238095,1231.133333,324,15,18467,8192,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
152547,19,206,43,0,10.84210526,11.90360897,4496.974703,288.4356952,3547.604651,13902.31648,78771,1,152541,8474.5,28610.66811,120102,3,0,404,124.5517775,0,51,15.24444444,13.8040764,190.5525253,0,0,0,1,0,0,0,1,15.59090909,10.84210526,404,19,206,8192,17,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
4,3,18,6,6,6.0,0.0,4500000.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,60,750000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,8.0,6.0,60,3,18,389,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
45,1,6,6,6,6.0,0.0,400000.0,66666.66667,22.5,30.40559159,44,1,0,0.0,0.0,0,0,0,20,22222.22222,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,2,8.0,6.0,20,1,6,229,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
94,1,6,6,6,6.0,0.0,191489.3617,31914.89362,47.0,63.63961031,92,2,0,0.0,0.0,0,0,0,20,10638.29787,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,2,8.0,6.0,20,1,6,389,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58,1,6,6,6,6.0,0.0,310344.8276,51724.13793,29.0,26.87005769,48,10,0,0.0,0.0,0,0,0,20,17241.37931,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,2,8.0,6.0,20,1,6,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
4687117,10,703,267,0,70.3,100.477803,992.7211119,4.26701531,246690.3684,473140.4892,1828364,9,3944554,438283.7778,661697.6185,1924949,153,0,336,2.133507655,0,2896,221.5714286,631.2367679,398459.8571,0,0,0,1,0,0,0,1,232.65,70.3,336,10,703,29200,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
94972,1,0,0,0,0.0,0.0,0.0,21.05883839,94972.0,0.0,94972,94972,0,0.0,0.0,0,0,0,32,10.5294192,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,32,1,0,319,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1066855,9,703,267,0,78.11111111,103.3022803,4361.417437,18.74669004,56150.26316,74229.19898,268146,4,787122,98390.25,118438.9808,363327,188,0,296,8.436010517,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,1,232.65,78.11111111,296,9,703,29200,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
94848,1,0,0,0,0.0,0.0,0.0,21.08636977,94848.0,0.0,94848,94848,0,0.0,0.0,0,0,0,32,10.54318489,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,32,1,0,304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55068559,24,3558,1304,0,148.25,369.4866298,200.2957804,0.671889744,1529682.194,9174561.493,55000000,3,55100000,2394285.174,11500000.0,55000000,3,0,792,0.435820374,0,2910,290.2631579,612.4713643,375121.1721,0,0,0,1,0,0,0,0,298.1081081,148.25,792,24,3558,65535,10,32,20222.0,0.0,20222,20222,55000000.0,0.0,55000000,55000000,BENIGN
55091905,24,3204,1305,0,133.5,364.3575645,185.7623184,0.671605021,1530330.694,9177727.069,55100000,2,55100000,2395300.217,11500000.0,55100000,3,0,792,0.435635689,0,2910,269.3157895,609.3011551,371247.8976,0,0,0,1,0,0,0,0,276.5945946,133.5,792,24,3204,65535,10,32,24456.0,0.0,24456,24456,55100000.0,0.0,55100000,55100000,BENIGN
112794953,32,6448,403,0,201.5,204.7242047,67.37890125,0.425550955,2399892.617,5801501.851,16400000,3,113000000,3638546.871,6852074.001,16400000,3,1,1024,0.283700637,0,403,163.3265306,178.9317127,32016.55782,0,1,0,0,1,0,0,0,166.7291667,201.5,1024,32,6448,299,15,32,357.1428571,11.39339826,370,338,16100000.0,500346.1548,16400000,15400000,BENIGN
79,3,4,4,0,1.333333333,2.309401077,101265.8228,50632.91139,26.33333333,38.68246804,71,4,79,39.5,50.20458146,75,4,1,96,37974.68354,0,4,2.4,2.19089023,4.8,0,1,0,0,1,0,0,0,3.0,1.333333333,96,3,4,302,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
14867772,11,2408,968,0,218.9090909,380.1022111,307.2417306,1.143412745,929235.75,3702130.718,14800000,1,14900000,1486777.2,4682084.493,14800000,1,0,244,0.739855306,0,968,253.7777778,395.4170629,156354.6536,0,0,0,1,0,0,0,0,268.7058824,218.9090909,244,11,2408,8192,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
14868754,15,1034,168,0,68.93333333,81.53480122,143.2534293,1.546868016,675852.4545,3134813.173,14700000,1,14900000,1062053.857,3928454.591,14700000,1,0,324,1.008826967,0,268,88.75,93.58894862,8758.891304,0,0,0,1,0,0,0,0,92.60869565,68.93333333,324,15,1034,8192,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
34758892,17,5300,1755,0,311.7647059,554.2186538,215.0241153,0.891858118,1158629.733,6334658.49,34700000,1,34800000,2172430.75,8673601.533,34700000,1,0,364,0.489083484,0,1755,233.5625,416.1774542,173203.6734,0,0,0,1,0,0,0,0,241.0967742,311.7647059,364,17,5300,8192,15,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
414955,20,5700,1633,0,285.0,498.9652451,30205.68495,84.3464954,12204.55882,43982.19031,244071,1,414884,21836.0,57684.60348,244071,2,0,424,48.19799737,0,2634,348.1666667,610.5511562,372772.7143,0,0,0,1,0,0,0,0,358.1142857,285.0,424,20,5700,8192,18,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
304154,14,4100,1646,0,292.8571429,578.0317874,16912.48512,85.4830119,12166.16,49326.52767,241742,1,304095,23391.92308,67699.50733,241742,1,0,304,46.0293141,0,1646,190.5185185,427.0937899,182409.1054,0,0,0,1,0,0,0,0,197.8461538,292.8571429,304,14,4100,8192,12,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1089,9,3150,1575,0,350.0,694.5097192,5786960.514,13774.10468,77.78571429,221.4387148,844,2,1089,136.125,328.6928386,947,2,0,304,8264.46281,0,1576,393.875,704.585067,496440.1167,0,0,0,1,0,0,0,0,420.1333333,350.0,304,9,3150,29200,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1090,9,3150,1575,0,350.0,694.5097192,5781651.376,13761.46789,77.85714286,215.1417626,821,1,1090,136.25,293.0132859,858,1,0,304,8256.880734,0,1576,393.875,704.585067,496440.1167,0,0,0,1,0,0,0,0,420.1333333,350.0,304,9,3150,29200,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
67399,18,3882,1313,0,215.6666667,413.4366727,189587.3826,459.947477,2246.633333,8427.733787,39086,0,67399,3964.647059,11111.11991,39482,1,0,592,267.0662769,0,3069,399.3125,703.913092,495493.6411,0,0,0,1,0,0,0,0,412.1935484,215.6666667,592,18,3882,29200,10,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
85539,36,6724,1313,0,186.7777778,288.4650126,212183.9161,783.2684506,1296.045455,6084.601246,38542,1,85539,2443.971429,8268.206732,38725,1,0,1168,420.86066,0,3069,266.9117647,467.9091229,218938.9473,0,0,0,1,0,0,0,0,270.8955224,186.7777778,1168,36,6724,29200,28,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
93,1,0,0,0,0.0,0.0,129032.2581,53763.44086,23.25,33.06937153,71,1,0,0.0,0.0,0,0,0,32,10752.68817,0,6,2.0,3.098386677,9.6,0,0,0,0,1,1,0,4,2.4,0.0,32,1,0,253,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
77,1,0,0,0,0.0,0.0,155844.1558,64935.06494,19.25,35.16982608,72,1,0,0.0,0.0,0,0,0,32,12987.01299,0,6,2.0,3.098386677,9.6,0,0,0,0,1,1,0,4,2.4,0.0,32,1,0,253,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5348747,4,210,198,0,52.5,97.04122835,326.618552,1.495677399,764106.7143,2000655.325,5301102,5,47640,15880.0,13750.46396,24542,25,0,92,0.747838699,0,1525,194.1111111,503.2222284,253232.6111,0,0,0,1,0,0,0,1,218.375,52.5,92,4,210,8192,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60136813,5,213,195,0,42.6,85.23379611,30.43061161,0.133029996,8590973.286,22700000.0,60100000,21,60100000,15000000.0,30000000.0,60100000,21,0,112,0.083143748,0,1611,203.3333333,531.6707158,282673.75,0,0,0,1,0,0,0,0,228.75,42.6,112,5,213,8192,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60106576,6,237,213,0,39.5,85.03117076,79.87478774,0.183008262,6010657.6,19000000.0,60000000,3,60100000,12000000.0,26800000.0,60000000,3,0,132,0.099822688,0,1638,400.0833333,678.9693337,460999.3561,0,0,0,1,0,0,0,0,436.4545455,39.5,132,6,237,8192,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3,2,12,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,40,666666.6667,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,9.0,6.0,40,2,12,256,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49507105,4,161,149,0,40.25,72.55515144,34.33850555,0.161592967,7072443.571,18700000.0,49400000,33,58271,19423.66667,16800.10388,29614,33,0,92,0.080796484,0,1527,188.8888889,504.1035222,254120.3611,0,0,0,1,0,0,0,1,212.5,40.25,92,4,161,65535,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10761166,31,8326,3072,0,268.5806452,637.7002313,1179.611949,5.110970317,199280.8519,1152794.259,8142777,1,10800000,358705.5333,1539345.597,8142777,1,0,644,2.880728724,0,3072,226.6785714,482.6517701,232952.7312,0,0,0,1,0,0,0,0,230.8,268.5806452,644,31,8326,8192,29,20,52342.0,0.0,52342,52342,8142777.0,0.0,8142777,8142777,BENIGN
18,1,6,6,6,6.0,0.0,666666.6667,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,20,55555.55556,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,20,1,6,31270,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51,1,6,6,6,6.0,0.0,470588.2353,78431.37255,17.0,25.15949125,46,1,0,0.0,0.0,0,0,0,20,19607.84314,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,3,7.5,6.0,20,1,6,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59,1,6,6,6,6.0,0.0,406779.661,67796.61017,19.66666667,30.61590001,55,1,0,0.0,0.0,0,0,0,20,16949.15254,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,3,7.5,6.0,20,1,6,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
64,1,6,6,6,6.0,0.0,281250.0,46875.0,32.0,24.04163056,49,15,0,0.0,0.0,0,0,0,20,15625.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,2,8.0,6.0,20,1,6,2051,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
144,1,6,6,6,6.0,0.0,125000.0,20833.33333,72.0,32.52691193,95,49,0,0.0,0.0,0,0,0,20,6944.444444,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,2,8.0,6.0,20,1,6,2049,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
24856,14,18467,2920,0,1319.071429,1183.430767,743925.008,804.6346958,1308.210526,4777.334759,20770,2,24856,1912.0,5743.56775,20770,2,0,304,563.2442871,0,2920,880.5238095,1146.391714,1314213.962,0,0,0,1,0,0,0,0,924.55,1319.071429,304,14,18467,8192,12,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
151669,18,200,43,0,11.11111111,12.18914121,4483.447507,283.5121218,3611.166667,14180.26989,79720,1,151594,8917.294118,29913.42761,122621,2,0,384,118.6794928,0,51,15.45454545,13.8906938,192.9513742,0,0,0,1,0,0,0,1,15.81395349,11.11111111,384,18,200,8192,16,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
20,3,18,6,6,6.0,0.0,900000.0,150000.0,10.0,9.899494937,17,3,20,10.0,9.899494937,17,3,0,60,150000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,8.0,6.0,60,3,18,389,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
67,1,6,6,6,6.0,0.0,358208.9552,59701.49254,22.33333333,23.797759,48,1,0,0.0,0.0,0,0,0,20,14925.37313,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,3,7.5,6.0,20,1,6,229,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
77,1,6,6,6,6.0,0.0,233766.2338,38961.03896,38.5,53.03300859,76,1,0,0.0,0.0,0,0,0,20,12987.01299,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,2,8.0,6.0,20,1,6,389,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
81,1,6,6,6,6.0,0.0,222222.2222,37037.03704,40.5,12.02081528,49,32,0,0.0,0.0,0,0,0,20,12345.67901,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,2,8.0,6.0,20,1,6,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
10697158,25,7882,3072,0,315.28,704.4069917,1051.681204,4.206724814,243117.2273,1612175.804,10700000,1,10700000,445714.9167,2182883.481,10700000,1,0,524,2.337069341,0,3072,244.5652174,528.5558376,279371.2734,0,0,0,1,0,0,0,0,250.0,315.28,524,25,7882,8192,23,20,2862.0,0.0,2862,2862,10700000.0,0.0,10700000,10700000,BENIGN
99015540,8,1283,837,0,160.375,288.8429813,53.76933762,0.141391947,7616580.0,27400000.0,98800000,49,99000000,14100000.0,37300000.0,98800000,212,0,172,0.080795398,0,1460,354.9333333,523.956305,274530.2095,0,0,0,1,0,0,0,0,380.2857143,160.375,172,8,1283,8192,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1045281,3,0,0,0,0.0,0.0,17.22024987,5.740083289,209056.2,285429.7609,530685,542,1044621,522310.5,12609.83523,531227,513394,0,92,2.870041644,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,92,3,0,8192,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
996683,3,0,0,0,0.0,0.0,18.0599047,6.019968235,199336.6,272046.0,498362,553,996130,498065.0,1610.789248,499204,496926,0,92,3.009984117,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,92,3,0,8192,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
13941240,25,7506,3072,0,300.24,709.1443365,711.9883167,3.227833392,316846.3636,2069076.617,13700000,0,13900000,580885.0,2800662.837,13700000,1,0,524,1.793240773,0,3072,215.7826087,531.0383921,282001.7739,0,0,0,1,0,0,0,0,220.5777778,300.24,524,25,7506,8192,23,20,212954.0,0.0,212954,212954,13700000.0,0.0,13700000,13700000,BENIGN
2562673,9,703,267,0,78.11111111,103.3022803,1815.682297,7.80435116,134877.5263,316464.4514,1266072,4,2464038,308004.75,500801.0612,1361546,194,0,296,3.511958022,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,1,232.65,78.11111111,296,9,703,29200,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1030757,3,0,0,0,0.0,0.0,17.46289378,5.820964592,206151.4,281257.6444,515096,593,1030164,515082.0,1265.721138,515977,514187,0,92,2.910482296,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,92,3,0,8192,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1011649,3,0,0,0,0.0,0.0,17.79273246,5.93091082,202329.8,276194.5511,508790,454,1010803,505401.5,5651.904502,509398,501405,0,92,2.96545541,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,92,3,0,8192,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1024905,3,0,0,0,0.0,0.0,17.56260336,5.854201121,204981.0,279711.4456,513960,499,1024116,512058.0,3893.329937,514811,509305,0,92,2.927100561,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,92,3,0,8192,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
63,1,6,6,6,6.0,0.0,380952.381,63492.06349,21.0,24.2693222,48,1,0,0.0,0.0,0,0,0,20,15873.01587,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,3,7.5,6.0,20,1,6,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
95312,1,0,0,0,0.0,0.0,0.0,20.98371664,95312.0,0.0,95312,95312,0,0.0,0.0,0,0,0,32,10.49185832,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,32,1,0,304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
48,1,6,6,6,6.0,0.0,375000.0,62500.0,24.0,32.52691193,47,1,0,0.0,0.0,0,0,0,20,20833.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,2,8.0,6.0,20,1,6,2049,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
935974,9,703,267,0,78.11111111,103.3022803,4971.291938,21.36811493,49261.78947,58205.10186,177491,3,626535,78316.875,70386.77533,197189,218,0,296,9.615651717,0,1448,221.5714286,434.4990876,188789.4571,0,0,0,1,0,0,0,1,232.65,78.11111111,296,9,703,29200,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
95582,1,0,0,0,0.0,0.0,0.0,20.92444184,95582.0,0.0,95582,95582,0,0.0,0.0,0,0,0,32,10.46222092,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,32,1,0,304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
64238,49,2488,194,0,50.7755102,65.99850545,88358.91528,1229.801675,823.5641026,4720.922232,40098,3,64238,1338.291667,7020.744456,47955,3,0,1592,762.7883807,0,440,70.95,98.52685813,9707.541772,0,0,0,1,0,0,0,0,71.84810127,50.7755102,1592,49,2488,65535,22,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
11699,1,0,0,0,0.0,0.0,0.0,170.9547825,11699.0,0.0,11699,11699,0,0.0,0.0,0,0,0,32,85.47739123,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,32,1,0,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
200,1,0,0,0,0.0,0.0,0.0,15000.0,100.0,72.12489168,151,49,0,0.0,0.0,0,0,0,32,5000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,2,0.0,0.0,32,1,0,269,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1029462,3,0,0,0,0.0,0.0,17.48486102,5.828287008,205892.4,281189.8488,515129,429,1029033,514516.5,1560.584666,515620,513413,0,92,2.914143504,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,92,3,0,8192,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
103,3,4,4,0,1.333333333,2.309401077,77669.90291,38834.95146,34.33333333,53.40724046,96,3,103,51.5,68.58935778,100,3,1,96,29126.21359,0,4,2.4,2.19089023,4.8,0,1,0,0,1,0,0,0,3.0,1.333333333,96,3,4,302,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
997157,3,0,0,0,0.0,0.0,18.0513199,6.017106634,199431.4,272312.9421,498614,488,996669,498334.5,1245.215042,499215,497454,0,92,3.008553317,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,92,3,0,8192,0,28,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
70497026,2,12,6,6,6.0,0.0,0.170219947,0.028369991,70500000.0,0.0,70500000,70500000,70500000,70500000.0,0.0,70500000,70500000,0,40,0.028369991,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,9.0,6.0,40,2,12,1024,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60467245,11,3876,1269,0,352.3636364,444.0101964,139.6458529,0.330757586,3182486.579,13800000.0,60000000,5,60500000,6046724.5,18900000.0,60000000,226,0,232,0.181916672,0,1460,402.0952381,508.2623245,258330.5905,0,0,0,1,0,0,0,0,422.2,352.3636364,232,11,3876,8192,10,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
32,1,6,6,6,6.0,0.0,375000.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,20,31250.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,20,1,6,946,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
41,1,6,6,6,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,20,24390.2439,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,20,1,6,946,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
